date,load
2019-01-02,72.7
2019-01-03,73.6
2019-01-04,73.4
2019-01-05,75.4
2019-01-06,75.4
2019-01-07,74.9
2019-01-08,68.2
2019-01-09,67.9
2019-01-10,68.9
2019-01-11,67.4
2019-01-12,69.9
2019-01-13,72.4
2019-01-14,69.6
2019-01-15,64.2
2019-01-16,68.5
2019-01-17,70.3
2019-01-18,71.6
2019-01-19,72.6
2019-01-20,72.4
2019-01-21,72.1
2019-01-22,65.5
2019-01-23,82.3
2019-01-24,79.5
2019-01-25,74.8
2019-01-26,80.7
2019-01-27,81.9
2019-01-28,80.8
2019-01-29,75.3
2019-01-30,67.8
2019-01-31,69.3
2019-02-02,70.2
2019-02-03,70.3
2019-02-04,71.4
2019-02-05,71.4
2019-02-06,71.7
2019-02-07,64.6
2019-02-08,64.4
2019-02-09,63.5
2019-02-10,60.6
2019-02-11,62.3
2019-02-12,65.0
2019-02-13,60.3
2019-02-14,68.8
2019-02-15,70.1
2019-02-16,70.9
2019-02-17,70.8
2019-02-18,70.6
2019-02-19,70.2
2019-02-20,64.3
2019-02-21,85.6
2019-02-22,88.1
2019-02-23,79.6
2019-02-24,85.1
2019-02-25,84.1
2019-02-26,81.7
2019-02-27,77.6
2019-02-28,72.1
2019-03-02,74.2
2019-03-03,75.0
2019-03-04,74.1
2019-03-05,75.0
2019-03-06,73.7
2019-03-07,67.0
2019-03-08,62.9
2019-03-09,63.4
2019-03-10,61.7
2019-03-11,65.6
2019-03-12,65.6
2019-03-13,66.1
2019-03-14,60.2
2019-03-15,63.9
2019-03-16,66.2
2019-03-17,68.5
2019-03-18,65.4
2019-03-19,67.7
2019-03-20,67.5
2019-03-21,70.5
2019-03-22,72.0
2019-03-23,73.0
2019-03-24,73.5
2019-03-25,73.8
2019-03-26,74.2
2019-03-27,72.0
2019-03-28,64.2
2019-03-29,84.7
2019-03-30,86.3
2019-03-31,86.4
2019-04-02,86.7
2019-04-03,86.5
2019-04-04,85.9
2019-04-05,79.3
2019-04-06,75.2
2019-04-07,77.1
2019-04-08,78.2
2019-04-09,77.8
2019-04-10,77.0
2019-04-11,77.6
2019-04-12,71.5
2019-04-13,71.4
2019-04-14,73.2
2019-04-15,74.2
2019-04-16,75.9
2019-04-17,76.1
2019-04-18,77.2
2019-04-19,70.3
2019-04-20,77.6
2019-04-21,79.3
2019-04-22,79.7
2019-04-23,80.6
2019-04-24,80.5
2019-04-25,79.2
2019-04-26,71.9
2019-04-27,71.9
2019-04-28,72.5
2019-04-29,66.9
2019-04-30,72.7
2019-05-02,74.4
2019-05-03,73.6
2019-05-04,66.5
2019-05-05,71.4
2019-05-06,70.2
2019-05-07,68.8
2019-05-08,68.1
2019-05-09,70.2
2019-05-10,71.3
2019-05-11,65.1
2019-05-12,60.0
2019-05-13,60.7
2019-05-14,62.7
2019-05-15,65.7
2019-05-16,65.6
2019-05-17,66.3
2019-05-18,62.2
2019-05-19,79.3
2019-05-20,68.5
2019-05-21,77.4
2019-05-22,78.4
2019-05-23,84.3
2019-05-24,84.3
2019-05-25,79.3
2019-05-26,69.9
2019-05-27,75.3
2019-05-28,69.9
2019-05-29,66.7
2019-05-30,65.7
2019-05-31,66.6
2019-06-02,67.5
2019-06-03,63.3
2019-06-04,65.9
2019-06-05,65.6
2019-06-06,65.1
2019-06-07,64.9
2019-06-08,62.4
2019-06-09,57.2
2019-06-10,62.7
2019-06-11,63.9
2019-06-12,65.1
2019-06-13,66.6
2019-06-14,68.3
2019-06-15,64.6
2019-06-16,61.2
2019-06-17,85.2
2019-06-18,86.8
2019-06-19,87.7
2019-06-20,89.4
2019-06-21,82.8
2019-06-22,81.2
2019-06-23,77.8
2019-06-24,73.3
2019-06-25,75.7
2019-06-26,74.9
2019-06-27,76.0
2019-06-28,76.3
2019-06-29,74.0
2019-06-30,65.3
2019-07-01,65.6
2019-07-02,67.4
2019-07-03,67.2
2019-07-04,65.7
2019-07-05,63.9
2019-07-06,64.6
2019-07-07,58.4
2019-07-08,69.6
2019-07-08,71.7
2019-07-09,71.3
2019-07-09,70.7
2019-07-10,70.6
2019-07-10,69.9
2019-07-11,72.1
2019-07-11,70.3
2019-07-12,72.6
2019-07-12,71.5
2019-07-13,71.6
2019-07-14,71.9
2019-07-15,72.0
2019-07-16,65.8
2019-07-17,80.3
2019-07-18,83.3
2019-07-19,83.3
2019-07-20,81.4
2019-07-21,82.2
2019-07-22,82.6
2019-07-23,77.5
2019-07-24,72.7
2019-07-25,75.2
2019-07-26,76.6
2019-07-27,76.9
2019-07-28,75.1
2019-07-29,74.0
2019-07-30,68.0
2019-07-31,75.0
2019-08-01,75.8
2019-08-02,73.3
2019-08-03,72.0
2019-08-04,66.7
2019-08-05,66.7
2019-08-06,63.4
2019-08-08,63.7
2019-08-09,63.3
2019-08-10,65.6
2019-08-11,70.1
2019-08-12,71.2
2019-08-13,72.4
2019-08-14,74.0
2019-08-15,77.3
2019-08-16,77.4
2019-08-17,76.5
2019-08-18,75.3
2019-08-19,74.7
2019-08-20,76.9
2019-08-21,71.1
2019-08-22,68.7
2019-08-23,67.1
2019-08-24,69.8
2019-08-25,71.2
2019-08-26,71.7
2019-08-27,70.0
2019-08-28,64.7
2019-08-29,67.7
2019-08-30,69.2
2019-08-31,68.4
2019-09-01,68.6
2019-09-02,70.0
2019-09-03,70.3
2019-09-04,66.3
2019-09-05,83.0
2019-09-06,84.5
2019-09-08,84.7
2019-09-09,85.3
2019-09-10,84.5
2019-09-11,81.7
2019-09-12,70.0
2019-09-13,70.0
2019-09-14,69.2
2019-09-15,66.6
2019-09-16,61.3
2019-09-17,60.5
2019-09-18,56.0
2019-09-19,83.0
2019-09-20,87.3
2019-09-21,82.4
2019-09-22,76.5
2019-09-23,69.2
2019-09-24,74.9
2019-09-25,69.5
2019-09-26,68.7
2019-09-27,69.6
2019-09-28,67.7
2019-09-29,67.4
2019-09-30,67.9
2019-10-01,67.0
2019-10-02,61.8
2019-10-03,66.9
2019-10-04,67.9
2019-10-05,67.1
2019-10-06,66.3
2019-10-08,66.4
2019-10-09,66.1
2019-10-10,58.8
2019-10-11,85.3
2019-10-12,85.1
2019-10-13,84.6
2019-10-14,83.4
2019-10-15,83.6
2019-10-16,81.5
2019-10-17,78.2
2019-10-18,69.3
2019-10-19,70.4
2019-10-20,70.2
2019-10-21,70.1
2019-10-22,71.4
2019-10-23,72.3
2019-10-24,67.8
2019-10-25,55.0
2019-10-26,58.6
2019-10-27,59.4
2019-10-28,58.1
2019-10-29,62.5
2019-10-30,63.8
2019-10-31,60.0
2019-11-01,67.9
2019-11-02,70.8
2019-11-03,70.8
2019-11-04,70.6
2019-11-05,69.5
2019-11-06,71.0
2019-11-08,72.1
2019-11-09,67.9
2019-11-10,69.7
2019-11-11,70.8
2019-11-12,71.4
2019-11-13,72.6
2019-11-14,72.1
2019-11-15,65.4
2019-11-16,79.9
2019-11-17,80.8
2019-11-18,80.7
2019-11-19,81.2
2019-11-20,80.9
2019-11-21,79.8
2019-11-22,73.9
2019-11-23,72.9
2019-11-24,73.2
2019-11-25,74.3
2019-11-26,74.8
2019-11-27,75.9
2019-11-28,76.1
2019-11-29,70.1
2019-11-30,65.8
2019-12-01,67.2
2019-12-02,64.6
2019-12-03,64.5
2019-12-04,69.0
2019-12-05,71.9
2019-12-06,69.0
2019-12-08,68.6
2019-12-09,72.5
2019-12-10,72.2
2019-12-11,72.7
2019-12-12,73.2
2019-12-13,71.9
2019-12-14,71.2
2019-12-15,73.8
2019-12-16,75.1
2019-12-17,76.0
2019-12-18,78.2
2019-12-19,77.6
2019-12-20,78.5
2019-12-21,71.9
2019-12-22,70.6
2019-12-23,71.5
2019-12-24,72.5
2019-12-25,72.6
2019-12-26,72.4
2019-12-27,70.4
2019-12-28,63.4
2019-12-29,67.1
2019-12-30,64.5
2019-12-31,58.9
2020-01-01,61.2
2020-01-02,65.2
2020-01-03,67.2
2020-01-04,63.1
2020-01-05,80.3
2020-01-13,81.1
2020-01-14,82.6
2020-01-15,82.9
2020-01-16,82.5
2020-01-17,81.6
2020-01-18,75.6
2020-01-19,69.2
2020-01-20,68.6
2020-01-21,66.1
2020-01-22,67.2
2020-01-23,70.1
2020-01-24,72.2
2020-01-25,65.6
2020-01-26,85.7
2020-01-27,84.8
2020-01-28,84.0
2020-01-29,86.4
2020-01-30,87.3
2020-01-31,88.6
2020-02-01,83.3
2020-02-02,66.3
2020-02-03,68.7
2020-02-04,72.1
2020-02-05,71.7
2020-02-13,70.2
2020-02-14,68.6
2020-02-15,62.8
2020-02-16,63.2
2020-02-17,59.8
2020-02-18,59.9
2020-02-19,64.4
2020-02-20,66.2
2020-02-21,67.0
2020-02-22,60.3
2020-02-23,84.4
2020-02-24,86.1
2020-02-25,84.0
2020-02-26,83.1
2020-02-27,83.6
2020-02-28,84.6
2020-02-29,78.8
2020-03-01,73.7
2020-03-02,74.4
2020-03-03,66.7
2020-03-04,73.0
2020-03-05,73.4
2020-03-13,70.9
2020-03-14,63.2
2020-03-15,72.8
2020-03-16,72.7
2020-03-17,65.4
2020-03-18,69.2
2020-03-19,68.6
2020-03-20,66.1
2020-03-21,67.2
2020-03-22,65.5
2020-03-23,64.7
2020-03-24,62.8
2020-03-25,63.8
2020-03-26,64.2
2020-03-27,62.9
2020-03-28,66.8
2020-03-29,66.9
2020-03-30,69.4
2020-03-31,71.0
2020-04-01,70.7
2020-04-02,71.5
2020-04-03,69.6
2020-04-04,62.4
2020-04-05,76.4
2020-04-13,78.9
2020-04-14,79.2
2020-04-15,79.5
2020-04-16,80.4
2020-04-17,78.3
2020-04-18,72.3
2020-04-19,71.1
2020-04-20,73.6
2020-04-21,74.5
2020-04-22,74.9
2020-04-23,74.8
2020-04-24,73.4
2020-04-25,66.6
2020-04-26,79.6
2020-04-27,82.5
2020-04-28,75.9
2020-04-29,77.8
2020-04-30,79.1
2020-05-01,78.7
2020-05-02,65.8
2020-05-03,69.1
2020-05-04,74.0
2020-05-05,72.4
2020-05-13,68.1
2020-05-14,69.8
2020-05-15,71.3
2020-05-16,72.7
2020-05-17,73.3
2020-05-18,74.3
2020-05-19,75.6
2020-05-20,75.4
2020-05-21,75.4
2020-05-22,73.4
2020-05-23,67.0
2020-06-01,70.0
2020-06-02,69.8
2020-06-03,70.2
2020-06-04,69.8
2020-06-05,68.7
2020-07-01,69.8
2020-07-02,64.7
2020-07-03,64.9
2020-07-04,65.9
2020-07-05,65.2
2020-08-01,65.1
2020-08-02,65.5
2020-08-03,67.0
2020-08-04,62.6
2020-08-05,78.9
2020-09-01,79.9
2020-09-02,80.0
2020-09-03,79.2
2020-09-04,79.4
2020-09-05,79.5
2020-10-01,73.9
2020-10-02,76.4
2020-10-03,77.1
2020-10-04,75.2
2020-10-05,73.4
2020-11-01,72.8
2020-11-02,72.7
2020-11-03,65.4
2020-11-04,84.7
2020-11-05,85.3
2020-12-01,86.4
2020-12-02,84.7
2020-12-03,83.9
2020-12-04,85.1
2020-12-05,78.7
